author,title,rating,ratings,genres,link
Алина Углицкая,(Не)нужная жена дракона,4.8,102,"Драконы, Историческое фэнтези, Любовное фэнтези, Любовные испытания, Приключенческое фэнтези, Романтическое фэнтези, Самиздат, Фэнтези про драконов",https://www.litres.ru/book/alina-uglickaya-15730401/ne-nuzhnaya-zhena-drakona-70229656/
Серж Винтеркей,Ревизор: возвращение в СССР 4,4.8,334,"Альтернативная история, Дружба, Назад в СССР, Попаданцы, Расследование",https://www.litres.ru/book/serzh-vinterkey/revizor-vozvraschenie-v-sssr-4-69498184/
Алексей Корнелюк,Отстойные полезные привычки. Мотивация и эффективность на пальцах,4.3,55,"Вредные привычки, Как достичь цели, Личная эффективность, Мотивация, Психология успеха, Самиздат, Саморазвитие / личностный рост, Самосовершенствование",https://www.litres.ru/book/aleksey-korneluk/otstoynye-poleznye-privychki-70114204/
Люсинда Райли,Семь сестер. Потерянная сестра,4.8,471,"Жизненный выбор, Загадочные события, Семейные тайны, Современная зарубежная литература, Тайны прошлого",https://www.litres.ru/book/lusinda-rayli/sem-sester-poteryannaya-sestra-69175546/
Джеймс Кэмирон Гейтсбери,Загадочная история Элизабет,5.0,20064,"Героическая фантастика, Любовные интриги, Любовные испытания, Мистика, Остросюжетные любовные романы, Повороты судьбы, Самиздат, Страсть",https://www.litres.ru/book/dzheyms-kemiron-geytsberi/zagadochnaya-istoriya-elizabet-67943006/
Алина Углицкая,(Не)единственная,4.8,129,"Драконы, Любовно-фантастические романы, Любовное фэнтези, Любовные интриги, Любовные испытания, Романтическое фэнтези, Самиздат, Фэнтези про драконов",https://www.litres.ru/book/alina-uglickaya-15730401/ne-edinstvennaya-69946675/
Захар Прилепин,Некоторые не попадут в ад,4.3,1062,"Автобиографическая проза, Военные конфликты, Донбасс, Современная русская литература",https://www.litres.ru/book/zahar-prilepin/nekotorye-ne-popadut-v-ad-41572325/
Наталья Андреевна Самсонова,Сагертская Военная Академия,4.9,52,"Любовное фэнтези, Магические академии, Магическое фэнтези, Самиздат, Сильная героиня",https://www.litres.ru/book/natalya-andreevna-samsonova/sagertskaya-voennaya-akademiya-70250587/
Анастасия Томилова,"Почему я не худею: Дело не в диете, дело – в голове",4.8,271,"Диеты, Здоровое и правильное питание, Здоровое питание, Здоровый образ жизни, Похудение, Похудение и диеты",https://www.litres.ru/audiobook/anastasiya-tomilova/pochemu-ya-ne-hudeu-delo-ne-v-diete-delo-v-golove-68919510/
Ольга Примаченко,"Всё закончится, а ты нет. Книга силы, утешения и поддержки",4.6,282,"Позитивный настрой, Преодоление проблем, Преодоление себя, Психотерапия, Самопомощь, Саморазвитие / личностный рост, Состояния и явления психики, Уверенность в себе",https://www.litres.ru/book/olga-primachenko/vse-zakonchitsya-a-ty-net-kniga-sily-utesheniya-i-podderz-69583627/
Патрик Кинг,"Практический интеллект. Как критически мыслить, моделировать ситуации, глубоко анализировать и никогда не обманываться",4.6,59,"Аналитическое мышление, Личная эффективность, Нейропсихология, Психология мышления, Развитие интеллекта, Развитие мышления, Саморазвитие / личностный рост, Тренировка мышления",https://www.litres.ru/book/patrik-king/prakticheskiy-intellekt-kak-kriticheski-myslit-modelirovat-sit-66077544/
Патрик Кинг,Негласные правила общения и этикета. Как вызвать симпатию в любой социальной ситуации,4.7,20,"Взаимопонимание, Личная эффективность, Межличностные коммуникации, Психология общения, Саморазвитие / личностный рост, Социальная психология, Этикет, Эффективное общение",https://www.litres.ru/book/patrik-king/neglasnye-pravila-obscheniya-i-etiketa-kak-vyzvat-simpatiu-v-l-69268390/
Кевин Мюррей,Харизма лидера. Как мотивировать на успех свою команду,4.5,49,"Зарубежная деловая литература, Зарубежная психология, Как достичь успеха, Как достичь цели, Лидерство, Личная эффективность, Мотивация, Психология в бизнесе, Психология общения, Психология управления, Управление персоналом, Эффективное руководство",https://www.litres.ru/audiobook/kevin-murrey/harizma-lidera-kak-motivirovat-na-uspeh-svou-komandu-55614704/
Юрий Поляков,"Веселая жизнь, или Секс в СССР",4.6,150,"Жизнь в СССР, Любовные похождения, Ностальгия, Остросюжетные романы, Политические интриги, Современная русская литература",https://www.litres.ru/audiobook/uriy-polyakov/veselaya-zhizn-ili-seks-v-sssr-43267351/
Вадим Зеланд,Трансерфинг реальности. Ступень I: Пространство вариантов,4.7,7481,"Как достичь цели, Практическая эзотерика, Саморазвитие / личностный рост, Транссерфинг, Управление судьбой, Эзотерика / оккультизм",https://www.litres.ru/book/vadim-zeland/transerfing-realnosti-stupen-i-prostranstvo-variantov-140682/
Александра Шервинская,Академия Последнего Шанса – 2. Круто ты попал!,5.0,67,"Взросление, Героическое фэнтези, Дружба и верность, Магические академии, Призраки, Приключенческое фэнтези, Самиздат, Юмористическое фэнтези",https://www.litres.ru/book/aleksandra-shervinskaya/akademiya-poslednego-shansa-2-kruto-ty-popal-69943426/
Роман Прокофьев,Стеллар. Легат,4.9,1489,"LitRPG, Боевая фантастика, Героическое фэнтези, Захватывающие приключения, Киберпанк, Постапокалипсис, Становление героя, Технофэнтези",https://www.litres.ru/book/roman-urevich-prokofev/stellar-legat-65716314/
Роман Прокофьев,Звездная Кровь-2. Фригольд,4.9,1095,"LitRPG, Боевая фантастика, Героическое фэнтези, Захватывающие приключения, Киберпанк, Постапокалипсис, Становление героя, Технофэнтези",https://www.litres.ru/book/roman-urevich-prokofev/zvezdnaya-krov-2-frigold-69134497/
Вадим Панов,День чёрной собаки,4.6,428,"Расследование убийств, Серийные убийцы, Современные детективы, Триллеры",https://www.litres.ru/book/vadim-panov/den-chernoy-sobaki-69553060/
Серг Усов,Попаданец. Маг Тени. Книга 4,4.4,5,"Боевое фэнтези, Другое тело, Магические миры, Магические способности, Попаданцы, Приключенческое фэнтези, Средневековье",https://www.litres.ru/audiobook/serg-usov-26586475/popadanec-mag-teni-kniga-4-70272712/
Серг Усов,Попаданец. Маг Тени. Книга 3,4.7,28,"Боевое фэнтези, Другое тело, Магические миры, Магические способности, Попаданцы, Приключенческое фэнтези, Средневековье",https://www.litres.ru/book/serg-usov-26586475/popadanec-mag-teni-kniga-3-70213060/
Алексей Вязовский,Почти врач,4.6,25,"Альтернативная история, Боевая фантастика, Назад в СССР, Опасные приключения, Перемещение во времени, Попаданцы, Спасение мира",https://www.litres.ru/book/aleksey-viktorovich-vyazovskiy/pochti-vrach-70199098/
Михаил Хазин,Кризис и Власть. Том I. Лестница в небо,4.6,407,"Лидерство, Политические интриги, Политические лидеры, Политология, Публицистика, Теория власти, Элиты",https://www.litres.ru/book/mihail-leonidovich-hazin/krizis-i-vlast-tom-i-lestnica-v-nebo-21598300/
Ха-Джун Чанг,Как устроена экономика,4.3,2157,"Зарубежная деловая литература, История экономики, Книги по экономике, Мировая экономика, Просто о бизнесе, Финансовый рынок, Экономическая теория",https://www.litres.ru/book/ha-dzhun-chang/kak-ustroena-ekonomika-9361857/
Эдит Ева Эгер,Дар. 12 ключей к внутреннему освобождению и обретению себя,4.9,1942,"Антистресс, Борьба со стрессом, Зарубежная психология, Практическая психология, Работа над собой, Саморазвитие / личностный рост, Стресс",https://www.litres.ru/book/edit-eva-eger/dar-12-kluchey-k-vnutrennemu-osvobozhdeniu-i-obreteniu-sebya-64499616/
Сергей Краснов,Нескучные финансы. Как управлять бизнесом на основе цифр и не сойти с ума,4.8,255,"Бизнес и предпринимательство, Организационный менеджмент, Советы профессионалов, Управление бизнесом, Управление финансами, Финансовый менеджмент",https://www.litres.ru/book/aleksandr-afanasev-2/neskuchnye-finansy-kak-upravlyat-biznesom-na-osnove-c-63412711/
Айн Рэнд,Источник,4.6,3968,"Антиутопия, Зарубежная классика, Литература 20 века, Мировой бестселлер, Роман идей, Свобода личности, Экранизации",https://www.litres.ru/book/ayn-rend/istochnik-4243035/
Ребекка Яррос,Четвертое крыло,4.7,71,"Young adult, Бестселлеры «New York Times», Драконы, Зарубежное фэнтези, Любовное фэнтези, Любовные интриги, Любовные испытания, Смертельная опасность, Фэнтези про драконов",https://www.litres.ru/audiobook/rebekka-yarros/chetvertoe-krylo-70247059/
Роберт Гараев,Слово пацана. Криминальный Татарстан 1970–2010-х,3.2,195,"Воспоминания, Документальная литература, Истории из жизни, Криминальные разборки, Личный опыт, Россия 90-х, Уличная драка",https://www.litres.ru/audiobook/robert-garaev/slovo-pacana-kriminalnyy-tatarstan-1970-2010-h-70206010/
Люсинда Райли,Убийства во Флит-хаусе,4.8,181,"Зарубежные детективы, Любовная проза, Ошибки прошлого, Психологические драмы, Семейная сага, Современная зарубежная литература, Тайны прошлого",https://www.litres.ru/audiobook/lusinda-rayli/ubiystva-vo-flit-hause-70090585/
Серж Винтеркей,Ревизор: возвращение в СССР 3,4.8,379,"Альтернативная история, Дружба, Назад в СССР, Попаданцы, Расследование",https://www.litres.ru/book/serzh-vinterkey/revizor-vozvraschenie-v-sssr-3-69417070/
Вероника Лесневская,Невеста на выход,4.8,359,"Короткие любовные романы, Любовь и ненависть, Настоящая любовь, Романтическая комедия, Романтическая проза, Самиздат, Современные любовные романы",https://www.litres.ru/book/veronika-lesnevskaya/nevesta-na-vyhod-67288991/
Александр Фридман,Вы или вас: профессиональная эксплуатация подчиненных. Регулярный менеджмент для рационального руководителя,4.4,268,"Корпоративное управление, Менеджмент и кадры, Руководства, Управление персоналом, Эффективное руководство",https://www.litres.ru/audiobook/aleksandr-fridman/vy-ili-vas-professionalnaya-ekspluataciya-podchinennyh-r-37961319/
Андрей Евгеньевич Первухин,Сиротка. Книга шестая,4.7,177,"Боевое фэнтези, Героическое фэнтези, Иные миры, Магическое фэнтези, Попаданцы, Самиздат",https://www.litres.ru/book/andrey-pervuhin/sirotka-kniga-shestaya-69946057/
Анна и Сергей Литвиновы,Смерть за добрые дела,4.6,548,"Женские детективы, Загадочные события, Остросюжетные детективы, Повороты судьбы, Семейные тайны, Современные детективы",https://www.litres.ru/book/anna-i-sergey-litvinovy/smert-za-dobrye-dela-68893431/
Юлия Пирумова,"Хрупкие люди. Почему нарциссизм – это не порок, а особенность, с которой можно научиться жить",4.8,702,"Повышение самооценки, Практическая психология, Психологические тренинги, Самопознание, Саморазвитие / личностный рост, Самосовершенствование, Советы психолога, Уверенность в себе",https://www.litres.ru/book/uliya-pirumova/hrupkie-ludi-pochemu-narcissizm-eto-ne-porok-a-osobennost-s-51806817/
Александр Баунов,Конец режима. Как закончились три европейские диктатуры,4.5,194,"Диктатура, Историческая литература, История Европы, Политическая публицистика, Политические лидеры, Популярно об истории, Публицистика",https://www.litres.ru/book/aleksandr-baunov/konec-rezhima-kak-zakonchilis-tri-evropeyskie-diktatury-68775138/
Вадим Зеланд,Трансерфинг реальности. Ступень I: Пространство вариантов,4.8,8667,"Исполнение желаний, Практическая эзотерика, Самопознание, Саморазвитие / личностный рост, Самосовершенствование, Скрытые возможности, Управление судьбой, Эзотерика / оккультизм",https://www.litres.ru/audiobook/vadim-zeland/transerfing-realnosti-stupen-i-prostranstvo-variantov-175711/
Антон Петряков,Быть нельзя казаться,4.7,189,"Личная эффективность, Принятие решений, Работа над собой, Самопознание, Саморазвитие / личностный рост, Состояния и явления психики, Человеческий мозг, Человеческий разум",https://www.litres.ru/book/anton-petryakov/byt-nelzya-kazatsya-68708445/
Катерина Ленгольд,"Agile life: Как вывести жизнь на новую орбиту, используя методы agile-планирования, нейрофизиологию и самокоучинг",4.6,138,"Мотивация, Осознанность, Привычка, Саморазвитие / личностный рост, Успех, Эффективность",https://www.litres.ru/audiobook/katerina-lengold/agile-life-kak-vyvesti-zhizn-na-novuu-orbitu-ispolzuya-me-67274058/
Валерий Увалов,Стальные Волки. Сектор заражения,4.7,93,"Боевая фантастика, Боевые роботы, Выживание человечества, Инопланетное вторжение, Космическая фантастика, Научная фантастика, Самиздат, Становление героя",https://www.litres.ru/audiobook/valeriy-uvalov/stalnye-volki-sektor-zarazheniya-69975655/
Влад Лей,Старатель 3,4.6,116,"Боевая фантастика, Боевики, Космическая фантастика, Космические приключения, Космос, Остросюжетная фантастика, Самиздат, Фантастический боевик",https://www.litres.ru/book/vlad-ley-32542360/staratel-3-69500620/
Влад Лей,Старатель 2,4.5,115,"Боевая фантастика, Боевики, Космическая фантастика, Космос, Остросюжетная фантастика, Приключенческая фантастика, Самиздат, Фантастический боевик",https://www.litres.ru/book/vlad-ley-32542360/staratel-2-69430381/
Эдвард Бернейс,Кристаллизация общественного мнения,4.0,13,"PR, Воздействие на сознание, Зарубежная деловая литература, Манипуляция массовым сознанием, Общественное мнение, Пропаганда, Техники влияния",https://www.litres.ru/book/edvard-berneys/kristallizaciya-obschestvennogo-mneniya-65368792/
Влад Лей,Старатель 7,5.0,46,"Боевая фантастика, Книги о приключениях, Космическая фантастика, Космические приключения, Космос, Остросюжетная фантастика, Самиздат, Фантастический боевик",https://www.litres.ru/book/vlad-ley-32542360/staratel-7-70226497/
Серж Винтеркей,Антидемон. Книга 6,4.7,693,"Боевое фэнтези, Книги про волшебников, Колдовство, Магические способности, Попаданцы, Путешествия во времени, Сражения, Становление героя",https://www.litres.ru/book/serzh-vinterkey/antidemon-kniga-6-69529486/
Серж Винтеркей,Антидемон. Книга 7,4.8,713,"Боевое фэнтези, Книги про волшебников, Колдовство, Магические способности, Попаданцы, Путешествия во времени, Сражения, Становление героя",https://www.litres.ru/book/serzh-vinterkey/antidemon-kniga-7-69611299/
Ная Геярова,Академия Драконесс. Восход теней,4.8,120,"Любовное фэнтези, Магические миры, Приключенческое фэнтези, Романтическое фэнтези, Фэнтези про драконов",https://www.litres.ru/book/naya-geyarova/akademiya-drakoness-voshod-teney-69906646/
Филип Котлер,Основы маркетинга,4.3,291,"Брендинг, Зарубежная деловая литература, Маркетинг, Маркетинговые стратегии, Привлечение клиентов",https://www.litres.ru/book/filip-kotler/osnovy-marketinga-8912433/
Хэл Элрод,Магия утра. Как первый час дня определяет ваш успех,4.5,6614,"Зарубежная психология, Искусство быть счастливым, Как стать успешным, Личная эффективность, Развитие личности, Режим дня, Саморазвитие / личностный рост, Скрытые возможности",https://www.litres.ru/audiobook/hel-elrod/magiya-utra-kak-pervyy-chas-dnya-opredelyaet-vash-uspeh-26898060/
Александр Богачев,"Графики, которые убеждают всех",2.5,2,"Визуализация, Графический дизайн, Инфографика, Статистика, Эффективная презентация",https://www.litres.ru/book/aleksandr-bogachev/grafiki-kotorye-ubezhdaut-vseh-70244374/
Маргулан Сейсембай,Миссия выполнима. Технология счастливой жизни,4.7,86,"Как достичь успеха, Как обрести счастье, Мотивация, Мотивация и личность, Мотивация работников, Психология успеха",https://www.litres.ru/book/margulan-seysembay/missiya-vypolnima-tehnologiya-schastlivoy-zhizni-69284500/
Мэттью Перри,"Друзья, любимые и одна большая ужасная вещь",5.0,28,"Автобиографии, Биографии артистов, Биографии и мемуары, Жизненный путь, Зарубежная публицистика, Исповедь, Истории из жизни, Личная жизнь знаменитостей",https://www.litres.ru/audiobook/mettu-perri/druzya-lubimye-i-odna-bolshaya-uzhasnaya-vesch-70184026/
Anne Dar,Абсолютный. Часть 1. Парадизар,5.0,2706,"Антиутопия, Боевая фантастика, Борьба за выживание, Героическая фантастика, Остросюжетная фантастика, Самиздат, Сила духа, Триллеры",https://www.litres.ru/book/anne-dar/absolutnyy-chast-1-paradizar-69208228/
Дэвид Аллен,Как привести дела в порядок: искусство продуктивности без стресса,4.2,829,"Личная эффективность, Организация рабочего процесса, Планирование, Саморазвитие / личностный рост, Тайм-менеджмент, Технологии успеха, Эффективность",https://www.litres.ru/book/devid-allen/kak-privesti-dela-v-poryadok-iskusstvo-produktivnosti-bez-stre-4436330/
Энн Пэтчетт,Голландский дом,4.6,1040,"Бестселлеры «New York Times», Историческая литература, Превратности судьбы, Психологическая проза, Семейная сага, Современная зарубежная литература, Философская проза",https://www.litres.ru/book/enn-petchett/gollandskiy-dom-66368172/
Ася Казанцева,Кто бы мог подумать!,4.5,1288,"Издательство Corpus, Интересные факты, Логическое мышление, Научно-популярная литература, Нервная система, Общая биология, Общая психология, Прочая образовательная литература, Тайны памяти",https://www.litres.ru/book/asya-kazanceva/kto-by-mog-podumat-6568003/
Станислав Дробышевский,"Дело о пропавшей учительнице, или Параллельные человечества палеолита",4.9,98,"Антропология, Детская познавательная и развивающая литература, Детская фантастика, Детские детективы, Детские приключения, Загадочные происшествия, Иллюстрированное издание, Невероятные приключения, Происхождение человечества, Расследование",https://www.litres.ru/book/masha-rupasova/delo-o-propavshey-uchitelnice-ili-parallelnye-chelovechestv-66583884/
Роберт Гловер,"Хватит быть славным парнем! Проверенный способ добиться желаемого в любви, сексе и жизни",4.8,1302,"Зарубежная прикладная литература, Зарубежная психология, Как стать успешным, Практическая психология, Преодоление проблем, Психология успеха, Работа над собой, Саморазвитие / личностный рост, Самосовершенствование",https://www.litres.ru/audiobook/robert-glover/hvatit-byt-slavnym-parnem-proverennyy-sposob-dobitsya-zhelae-24082898/
Роман Прокофьев,Звездная кровь-3. Земли теней,4.9,1112,"LitRPG, Боевая фантастика, Героическое фэнтези, Киберпанк, Постапокалипсис, Становление героя, Техномагия, Технофэнтези",https://www.litres.ru/book/roman-urevich-prokofev/zvezdnaya-krov-3-zemli-teney-69269257/
Нассим Николас Талеб,Антихрупкость. Как извлечь выгоду из хаоса,4.6,1266,"Анализ рисков, Бизнес-издания, Зарубежная деловая литература, Как достичь успеха, Мировая экономика, Непредсказуемость, Риски, Экономическая политика",https://www.litres.ru/audiobook/nassim-nikolas-taleb/antihrupkost-kak-izvlech-vygodu-iz-haosa-36309932/
Павел Басинский,Подлинная история Константина Левина,4.7,3,"Анализ художественных произведений, Иллюстрированное издание, Книги и чтение, Литературоведение, Научно-популярная литература, Редакция Елены Шубиной, Филологический анализ",https://www.litres.ru/book/pavel-basinskiy/podlinnaya-istoriya-konstantina-levina-70029094/
Клайв Стейплз Льюис,Хроники Нарнии. Вся история Нарнии в 7 повестях,5.0,28,"Героическое фэнтези, Детская фантастика, Детское фэнтези, Зарубежное фэнтези, Зарубежные детские книги, Книги про волшебников, Магическое фэнтези, Параллельные миры, Приключенческое фэнтези, Эпическое фэнтези",https://www.litres.ru/audiobook/klayv-luis/hroniki-narnii-vsya-istoriya-narnii-v-7-povestyah-69759154/
Евгений Водолазкин,Авиатор,4.5,5759,"Жизненные ценности, Потеря памяти, Премия «Большая книга», Редакция Елены Шубиной, Современная русская литература, Эксперименты над людьми",https://www.litres.ru/book/evgeniy-vodolazkin/aviator-18910175/
Тимофей Кармацкий,"Доказательная психосоматика: факты и научный подход. Очень полезная книга для всех, кто думает о здоровье",4.6,287,"Альтернативная медицина, Болезни и способы их лечения, Здоровье, Здоровье без лекарств, Оздоровительные системы, Популярно о медицине, Практические рекомендации, Человеческий организм",https://www.litres.ru/book/timofey-karmackiy/dokazatelnaya-psihosomatika-fakty-i-nauchnyy-podhod-oche-69200770/
Стивен Кинг,Стрелок,4.5,1977,"Вампиры, Героическое фэнтези, Зарубежное фэнтези, Параллельные миры, Путешествия во времени, Спасение мира, Экранизации",https://www.litres.ru/book/stiven-king/strelok-122201/
Джен Синсеро,"НИ ЗЯ. Откажись от пагубных слабостей, обрети силу духа и стань хозяином своей судьбы",4.4,166,"Зарубежная психология, Как достичь успеха, Личная эффективность, Личный опыт, Мировой бестселлер, Мотивация, Практическая психология, Самопознание, Саморазвитие / личностный рост, Самосовершенствование",https://www.litres.ru/book/dzhen-sinsero/ni-zya-otkazhis-ot-pagubnyh-slabostey-obreti-silu-duha-i-sta-64045706/
Садхгуру,Внутренняя инженерия. Путь к радости. Практическое руководство от йога,4.7,1261,"Асаны, Восточные практики, Здоровье без лекарств, Йога, Личная эффективность, Саморазвитие / личностный рост, Самосовершенствование, Скрытые возможности",https://www.litres.ru/audiobook/sadhguru-15158695/vnutrennyaya-inzheneriya-put-k-radosti-prakticheskoe-ruk-36972504/
Татьяна Устинова,Пленница,4.1,438,"В поисках истины, Интриги, Остросюжетные детективы, Современные детективы, Судебный процесс, Юридические детективы",https://www.litres.ru/book/tatyana-ustinova/plennica-69415819/
Матильда Старр,Школа чернокнижников. Тёмная метка,4.8,2018,"Young adult, Детективное фэнтези, Любовное фэнтези, Любовные интриги, Любовные испытания, Магические академии, Магические способности, Приключенческое фэнтези, Романтическое фэнтези",https://www.litres.ru/book/matilda-starr/shkola-chernoknizhnikov-temnaya-metka-67598586/
Роберт Торогуд,Смерть на Темзе,4.3,161,"Загадочное исчезновение, Зарубежные детективы, Мировой бестселлер, Расследование преступлений, Современные детективы",https://www.litres.ru/book/robert-torogud/smert-na-temze-67136991/
Матильда Старр,Школа чернокнижников. Абсолютный артефакт,4.8,3590,"Young adult, Детективное фэнтези, Любовно-фантастические романы, Любовное фэнтези, Любовные интриги, Любовные испытания, Магические академии, Магические способности, Приключенческое фэнтези, Романтическое фэнтези",https://www.litres.ru/book/matilda-starr/shkola-chernoknizhnikov-absolutnyy-artefakt-66255424/
Виктор Державин,Агентурная разведка. Часть 5. Подсказки интуиции,4.9,149,"Внешняя разведка, Войны, Исторические приключения, Книги о приключениях, Разведка, Самиздат, Шпионские детективы, Шпионы",https://www.litres.ru/book/viktor-derzhavin/agenturnaya-razvedka-chast-5-podskazki-intuicii-68816379/
митрополит Тихон (Шевкунов),«Несвятые святые» и другие рассказы,4.9,1237,"Автобиографическая проза, Биографии и мемуары, Духовная литература, Духовные поиски, Жизненные ценности, Жизненный выбор, Истории из жизни, Православие, Путь к Богу, Христианство",https://www.litres.ru/book/arhimandrit-tihon-shevkunov/nesvyatye-svyatye-i-drugie-rasskazy-48894372/
Ерофей Трофимов,Кровь на клинке,4.8,666,"Альтернативная история, Боевая фантастика, Борьба за выживание, Другое тело, Историческая фантастика, Перемещение во времени, Попаданцы, Спецназ",https://www.litres.ru/book/erofey-trofimov/krov-na-klinke-69856405/
Кэтрин Бэннер,Дом на краю ночи,4.7,4088,"Зарубежные бестселлеры, Зарубежные любовные романы, Легенды и предания, Магический реализм, Романтическая проза, Семейная сага",https://www.litres.ru/book/ketrin-benner/dom-na-krau-nochi-24615144/
Анджей Сапковский,Ведьмак,4.5,204,"Боевое фэнтези, Героическое фэнтези, Драконы, Зарубежное фэнтези, Интриги, Квест, Книги про волшебников, Оборотни, Эльфы",https://www.litres.ru/audiobook/andzhey-sapkovskiy/vedmak-67078200/
Серж Винтеркей,Ревизор: возвращение в СССР 5,4.8,373,"Альтернативная история, Дружба, Назад в СССР, Попаданцы, Расследование",https://www.litres.ru/book/serzh-vinterkey/revizor-vozvraschenie-v-sssr-5-69508441/
Бен Элтон,Два брата,4.8,2113,"Жизненные ценности, Литература Великобритании, Повороты судьбы, Семейные истории, Современная зарубежная литература, Фашизм",https://www.litres.ru/book/ben-elton-2/dva-brata-6524974/
Сергей Лукьяненко,Предел,4.8,5285,"Внеземные цивилизации, Галактические войны, Искусственный интеллект, Космическая фантастика, Космические путешествия, Научная фантастика",https://www.litres.ru/book/sergey-lukyanenko/predel-65061217/
Элияху Голдратт,Цель-2. Дело не в везении,4.7,412,"Бизнес-романы, Зарубежная деловая литература, Как достичь цели, Просто о бизнесе, Развитие бизнеса, Эффективность бизнеса",https://www.litres.ru/book/eliyahu-goldratt/cel-2-delo-ne-v-vezenii-7709166/
Майк Омер,Пламя одержимости,4.9,678,"Заложники, Зарубежные детективы, Полицейские детективы, Психологические триллеры, Расследование преступлений, Секты, Смертельная опасность, Современные детективы, Триллеры",https://www.litres.ru/audiobook/mayk-omer/plamya-oderzhimosti-69651364/
Сосэки Нацумэ,Ваш покорный слуга кот,4.4,177,"Зарубежная классика, Ироничная проза, Классическая проза, Кошки, Литература 20 века, Сатира, Юмор и сатира, Японская литература",https://www.litres.ru/audiobook/soseki-nacume/vash-pokornyy-sluga-kot-59638203/
Фредрик Бакман,Мы против вас,4.8,2318,"Мировой бестселлер, Противостояние, Психологическая проза, Современная зарубежная литература, Социальная проза, Шведская литература",https://www.litres.ru/book/fredrik-bakman/my-protiv-vas-48585766/
Лоретта Грациано Бройнинг,"Гормоны счастья. Как приучить мозг вырабатывать серотонин, дофамин, эндорфин и окситоцин",4.4,2017,"Зарубежная образовательная литература, Зарубежная прикладная литература, Зарубежная психология, Искусство быть счастливым, Научно-популярная литература, Позитивный настрой, Практические рекомендации, Саморазвитие / личностный рост, Самосовершенствование, Эмоции",https://www.litres.ru/book/loretta-broyning/gormony-schastya-kak-priuchit-mozg-vyrabatyvat-serotonin-21136251/
Роберт Грин,Законы человеческой природы,4.8,120,"Зарубежная психология, Зарубежная публицистика, Межличностные коммуникации, О психологии популярно, Психология общения, Психология отношений, Работа над собой, Самопознание, Саморазвитие / личностный рост, Социальная психология",https://www.litres.ru/audiobook/robert-grin/zakony-chelovecheskoy-prirody-66647068/
Карл Сьюэлл,Клиенты на всю жизнь,4.6,1307,"Зарубежная деловая литература, Менеджмент и кадры, Отношения с клиентами, Привлечение клиентов, Просто о бизнесе, Увеличение прибыли, Эффективное руководство",https://www.litres.ru/book/karl-suell/klienty-na-vsu-zhizn-256032/
Ирина Якутенко,Воля и самоконтроль: Как гены и мозг мешают нам бороться с соблазнами,4.5,324,"Научно-популярная литература, Научные исследования, Нейробиология, Патологические зависимости, Психология личности, Человеческий мозг",https://www.litres.ru/book/irina-yakutenko-1266/volya-i-samokontrol-kak-geny-i-mozg-meshaut-nam-borot-27450576/
Джолин Харт,"Год внимания к себе. 365 практик, которые сделают хороший отдых частью жизни",5.0,5,"В поисках мечты, Душевное равновесие, Как достичь цели, Медитации, Методы мотивации, Мотивация, Саморазвитие / личностный рост",https://www.litres.ru/book/jolene-hart/god-vnimaniya-k-sebe-365-praktik-kotorye-sdelaut-horoshiy-otdy-70107508/
Адалин Черно,Фиктивная жена прокурора,4.9,314,"Вынужденный брак, Любовные испытания, Разница в возрасте, Романтическая эротика, Современные любовные романы, Фиктивный брак",https://www.litres.ru/book/adalin-cherno/fiktivnaya-zhena-prokurora-70257025/
Максим Дорофеев,Путь джедая. Поиск собственной методики продуктивности,4.5,317,"Как достичь цели, Личная эффективность, Организация рабочего процесса, Работа над собой, Саморазвитие / личностный рост, Самосовершенствование, Тайм-менеджмент, Тренировка мышления",https://www.litres.ru/book/maksim-dorofeev/put-dzhedaya-poisk-sobstvennoy-metodiki-produktivnosti-48007494/
Шарлотта Брандиш,"Драма в Гриффин-холле, или Отравленный уикенд",4.8,843,"Английские детективы, Загадочные убийства, Зарубежные детективы, Классические детективы, ЛитРес: чтец, Расследование преступлений, Самиздат, Современные детективы",https://www.litres.ru/audiobook/sharlotta-brandish/drama-v-griffin-holle-ili-otravlennyy-uikend-68924652/
Шарлотта Брандиш,Леди из Фроингема,4.8,414,"Английские детективы, Загадочные убийства, Зарубежные детективы, Классические детективы, Расследование преступлений, Самиздат, Современные детективы, Тайны прошлого",https://www.litres.ru/audiobook/sharlotta-brandish/ledi-iz-froingema-69273808/
Алекс Д,Улей. Книга 3,4.9,1505,"Жестокие игры, Остросюжетная проза, Остросюжетные любовные романы, Тайные общества, Триллеры, Эксперименты над людьми, Эротические романы, Эротический триллер",https://www.litres.ru/book/aleks-d-17618839/uley-kniga-3-69497239/
Мари Мур,Мир Аматорио. Исчезнувшая,4.9,3570,"Молодежные романы, Остросюжетные любовные романы, Первая любовь, Похищения, Романтическая эротика, Самиздат, Современные любовные романы",https://www.litres.ru/book/mari-mur/mir-amatorio-ischeznuvshaya-69400525/
Анна Князева,Письмо с того берега,4.6,61,"Женские детективы, Загадочная гибель, Современные детективы, Тайны прошлого, Только на ЛитРес, Частное расследование",https://www.litres.ru/book/anna-knyazeva/pismo-s-togo-berega-70092619/
Влад Лей,Старатель,4.3,134,"Боевая фантастика, Боевики, Космическая фантастика, Космос, Остросюжетная фантастика, Приключенческие боевики, Самиздат, Фантастический боевик",https://www.litres.ru/book/vlad-ley-32542360/staratel-69370780/
